id:ID,value
3834,"665173"
3835,"87355193"
3836,"510101"
3837,"exobiologie"
3838,"astrobiology"
3839,"http://commons.wikimedia.org/wiki/Special:FilePath/Blacksmoker%20in%20Atlantic%20Ocean.jpg"
3840,"Pioneer plaque"
3841,"http://commons.wikimedia.org/wiki/Special:FilePath/Pioneer%20plaque.svg"
3842,"http://commons.wikimedia.org/wiki/Special:FilePath/GPN-2000-001621-x.jpg"
3843,"/m/01j99c"
3844,"Pioneer plaque"
3845,"01685134n"
3846,""
3847,"+2"
3848,"+229"
3849,"+152"
3850,"+1.27"
3851,"+0.381"
3852,"+120"
3853,"2779246407"
3854,"Zoology"
3855,"10922"
3856,"00561544"
3857,"590"
3858,"/m/088tb"
3859,"59"
3860,"882"
3861,"4067960-3"
3862,"sh85149983"
3863,"49F2"
3864,"science/zoology"
3865,"300054472"
3866,"0152166"
3867,"science/zoology"
3868,"Zoology"
3869,"Zoology-college-major"
3870,"levenswetenschappen-en-geneeskunde/zoologie"
3871,"zoology"
3872,"zoography"
3873,"concept235"
3874,"pcrt3qpYFnIQFm"
3875,"10642615"
3876,"00082086n"
3877,"17071"
3878,"zoologie-histoire-de-la"
3879,"Zoologi"
3880,"zoologi"
3881,"zoologie-20"
3882,"294910638"
3883,"mediatopic/20000724"
3884,"divers/wd/102916"
3885,"959"
3886,"1995912"
3887,"D015046"
3888,"4196"
3889,"008294"
3890,"11933834q"
3891,"90856448"
3892,"Zoologie"
3893,"Zoologia"
3894,"https://biology.stackexchange.com/tags/zoology"
3895,"4810"
3896,"12326"
3897,"1007136"
3898,"1184696"
3899,"LEM201013230"
3900,"Zoology"
3901,"168"
3902,"3109"
3903,"c8gm4gjj549t"
3904,"93537"
3905,"K"
3906,"zoology"
3907,"Zoology"
3908,"18637"
3909,"15441"
3910,"zoology"
3911,"19618352"
3912,"Point(22.183333333333 51.383333333333)"
3913,"/m/02z3l2b"
3914,"Gmina Kur\u00F3w"
3915,"http://commons.wikimedia.org/wiki/Special:FilePath/POL%20Kur%C3%B3w%20COA.svg"
3916,"0614062"
3917,"http://commons.wikimedia.org/wiki/Special:FilePath/Lub%20Pulawski%20Kurow.png"
3918,"LPU"
3919,"http://www.kurow.lubelskie.pl/gmina.htm"
3920,"00707317n"
3921,"http://commons.wikimedia.org/wiki/Special:FilePath/Kur%C3%B3w%2C%20Urz%C4%85d%20Gminy%20-%20fotopolska.eu%20%28337276%29.jpg"
3922,"+101.3"
3923,"Visit of John F. Kennedy in Berlin, 1963"
3924,"http://commons.wikimedia.org/wiki/Special:FilePath/JFK%20Ich%20bin%20ein%20Berliner%20-%20civis%20Romanus%20sum%20color.png"
3925,"Point(13.344395 52.484932)"
3926,"/m/03rzn"
3927,"http://commons.wikimedia.org/wiki/Special:FilePath/Kennedy%20berliner.ogg"
3928,"1963-06-26T00:00:00Z"
3929,"Ich_bin_ein_Berliner"
3930,"Ich bin ein Berliner"
3931,"Encyclop\u00E9die, ou Dictionnaire raisonn\u00E9 des sciences, des arts et des m\u00E9tiers"
3932,"4070801-9"
3933,"http://commons.wikimedia.org/wiki/Special:FilePath/Encyclopedie%20de%20D%27Alembert%20et%20Diderot%20-%20Premiere%20Page%20-%20ENC%201-NA5.jpg"
3934,"/m/0ptyv"
3935,"2872"
3936,"Encyclop\u00E9die, ou Dictionnaire raisonn\u00E9 des sciences, des arts et des m\u00E9tiers"
3937,"1751-01-01T00:00:00Z"
3938,"1772-01-01T00:00:00Z"
3939,"topic/Encyclopedie"
3940,"geschiedenis-1450-1815/encyclopedie"
3941,"encyclopedie-de-diderot"
3942,"encyclopedie-d-diderot-et-j-le-rond-d-alembert"
3943,"encyclopedie-ou-dictionnaire-raisonne-des-sciences-des-arts-et-des-metiers"
3944,"1072"
3945,"Encyclop\u00E9die"
3946,"0023988"
3947,"176579609"
3948,"Encyclop\u00E9die_ou_Dictionnaire_raisonn\u00E9_des_sciences,_des_arts_et_des_m\u00E9tiers"
3949,"+28"
3950,"+74000"
3951,"Dictionnaire raisonn\u00E9 des sciences, des arts et des m\u00E9tiers"
3952,"Enciclopedia,_la"
3953,"2--4458"
3954,"http://www.rhonealpes.fr"
3955,"11865452g"
3956,"Rh\u00F4ne-Alpes"
3957,"FR-V"
3958,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Rh%C3%B4ne-Alpes.svg"
3959,"Point(4.8194472222222 45.740186111111)"
3960,"http://commons.wikimedia.org/wiki/Special:FilePath/Rh%C3%B4ne-Alpes%20banner.jpg"
3961,"4363188-5"
3962,"137208142"
3963,"n80123342"
3964,"Regional/Europe/France/Regions/Rhone-Alpes/"
3965,"7f996abe-449b-4209-a0f8-c6ba9105e5e7"
3966,"/m/01c79y"
3967,"FRB9"
3968,"2983751"
3969,"FR71"
3970,"FRK2"
3971,"http://commons.wikimedia.org/wiki/Special:FilePath/Fr-Rh%C3%B4ne-Alpes.oga"
3972,"Rh\u00F4ne-Alpes"
3973,"http://commons.wikimedia.org/wiki/Special:FilePath/Rh%C3%B4ne-Alpes%20region%20locator%20map.svg"
3974,"0056516"
3975,"82"
3976,"http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Rh%C3%B4ne-Alpes%20Gendarmerie.svg"
3977,"Rh\u00F4nalpin"
3978,"7002897"
3979,"Rh\u00F4ne-Alpes"
3980,"+43698"
3981,"+6399927"
3982,"place/Rhone-Alpes"
3983,"pcrtjb2MWWiGrE"
3984,"18082"
3985,"00067666n"
3986,"rhone-alpes"
3987,"rhone-alpes"
3988,"0000 0001 2302 2104"
3989,"000981268"
3990,"8655"
3991,"http://commons.wikimedia.org/wiki/Special:FilePath/SNCF%20TGV%20Duplex%20Viaduc%20de%20Cize%20-%20Bolozon.jpg"
3992,"2015-12-31T00:00:00Z"
3993,"1972-07-09T00:00:00Z"
3994,"026399865"
3995,"236900015"
3996,"region-france/wd/140852"
3997,"Rh\u00F4ne-Alpes"
3998,"ge292890"
3999,"lccn-n80123342"
4000,"3714"
4001,"RhoneAlpes"
4002,"i83713"
4003,"10584"
4004,"A05.7.05.013"
4005,"Anus"
4006,"28750"
4007,"00566526"
4008,"/m/0zzr"
4009,"0079316"
4010,"0001245"
4011,"4280076-6"
4012,"anus"
4013,"anus"
4014,"anus"
4015,"sh85005826"
4016,"ano"
4017,"3022"
4018,"853880"
4019,"31A22371"
4020,"2779973185"
4021,"18517"
4022,"http://commons.wikimedia.org/wiki/Special:FilePath/Female%20and%20male%20anus.jpg"
4023,"LEM201000611"
4024,"Anus"
4025,"05545649-n"
4026,"1211030054"
4027,"XA0D34"
4028,"203380"
4029,"11975866n"
4030,"19848049"
4031,"Charles Baudelaire"
4032,"17218730"
4033,"n79018694"
4034,"118905823"
4035,"026709635"
4036,"118507184"
4037,"0000 0001 2122 1863"
4038,"a6985818-3431-4e4f-a7e9-0d375fdb40f1"
4039,"00432536"
4040,"1821-04-09T00:00:00Z"
4041,"1867-08-31T00:00:00Z"
4042,"1867-08-30T00:00:00Z"
4043,"jn19990000505"
4044,"14059"
4045,"068364954"
4046,"36111104"
4047,"XX1721422"
4048,"ADV10018576"
4049,"500046443"
4050,"176914"
4051,"/m/01rgr"
4052,"http://commons.wikimedia.org/wiki/Special:FilePath/Baudelaire%20signatur.svg"
4053,"Charles Baudelaire"
4054,"a10431238"
4055,"90054929"
4056,"n93080197"
4057,"IT\\ICCU\\CFIV\\000538"
4058,"7317"
4059,"Charles Baudelaire"
4060,"charles-baudelaire"
4061,"000035548"
4062,"000035549"
4063,"0053A1544F"
4064,"000022142"
4065,"A11563722"
4066,"000100605"
4067,"baud026"
4068,"188/000025113"
4069,"18708"
4070,"Charles-Pierre Baudelaire"
4071,"5068"
4072,"1947"
4073,"648051"
4074,"OL117429A"
4075,"18330"
4076,"428"
4077,"1214024"
4078,"3493"
4079,"2259"
4080,"cnp00543475"
4081,"31368"
4082,"77250"
4083,"1670866"
4084,"444"
4085,"B00013706"
4086,"1869255"
4087,"888"
4088,"biography/Charles-Baudelaire"
4089,"73055"
4090,"charles-baudelaire"
4091,"w62z14x7"
4092,"Charles Baudelaire"
4093,"0008394"
4094,"1844-01-01T00:00:00Z"
4095,"1644"
4096,"literatuur-internationaal/charles-baudelaire"
4097,"2184"
4098,"18393"
4099,"charles-baudelaire"
4100,"12878"
4101,"charles-baudelaire"
4102,"784175"
4103,"charlesbaudelaire"
4104,"Charles-Baudelaire-author"
4105,"charles-baudelaires-192nd-birthday"
4106,"54521"
4107,"charles-baudelaire"
4108,"baudelaire-reperes-chronologiques"
4109,"1019693"
4110,"Baudelaire, Charles, 1821-1867"
4111,"11594339"
4112,"Category:Baudelaire,_Charles"
4113,"baudecha"
4114,"i2wtgexakj"
4115,"3271"
4116,"BaudelaireC"
4117,"1893596"
4118,"baudelaire-charles"
4119,"120635"
4120,"131270"
4121,"69120749"
4122,"charles-baudelaire"
4123,"charles-baudelaire"
4124,"1226"
4125,"charles-baudelaire"
4126,"baudelaire-charles"
4127,"a1244654"
4128,"Charles-Baudelaire"
4129,"baudelaire-charles-1821-1867"
4130,"45050"
4131,"ljx00np44ggmsw9"
4132,"13847"
4133,"16188"
4134,"M00000372690"
4135,"98"
4136,"1006"
4137,"970"
4138,"148429"
4139,"3020"
4140,"6019"
4141,"6364"
4142,"12695"
4143,"Charles_Baudelaire"
4144,"b/charles-baudelaire"
4145,"nm0061667"
4146,"37038"
4147,"7729716"
4148,"7745905"
4149,"1359"
4150,"1732"
4151,"KAC199601837"
4152,"charles-pierre-baudelaire"
4153,"1212"
4154,"218"
4155,"agent/base/59902"
4156,"baudelai"
4157,"Charles_Baudelaire"
4158,"14200"
4159,"15445"
4160,"http://commons.wikimedia.org/wiki/Special:FilePath/Fr-Charles%20Baudelaire.oga"
4161,"lccn-n79018694"
4162,"66"
4163,"baudelaire"
4164,"95a5yja38danygu695b5yc1g60uk6e0"
4165,"0000008287"
4166,"87097968102731"
4167,"47518"
4168,"000008207"
4169,"DA00522957"
4170,"a11125664"
4171,"000593314"
4172,"pe12121"
4173,"02-A002976871"
4174,"9810624789805606"
4175,"000035729"
4176,"118507184"
4177,"http://commons.wikimedia.org/wiki/Special:FilePath/Bodler%20grave.jpg"
4178,"baudch"
4179,"vtls001099115"
4180,"LNB:V*31947;=BK"
4181,"b248447"
4182,"14254"
4183,"T006905"
4184,"ncf10232268"
4185,"987007258344405171"
4186,"495/98891"
4187,"2871"
4188,"57348"
4189,"163"
4190,"102298"
4191,"http://commons.wikimedia.org/wiki/Special:FilePath/Baudelaire%20crop.jpg"
4192,"i94404"
4193,"10109385"
4194,"4040-98275"
4195,"p=charles;n=baudelaire"
4196,"25623"
4197,"25769"
4198,"7020977"
4199,"31723"
4200,"6548837"
4201,"21546"
4202,"1322599"
4203,"11365"
4204,"C728"
4205,"220660"
4206,"person:charles_baudelaire_(1821-1867)"
4207,"baudelaire_charles_1821-1867"
4208,"000189569"
4209,"492b7847-fc86-4d59-bf26-053056a63d9c"
4210,"Baudelaire-1"
4211,"6972"
4212,"10858080-n"
4213,"39123"
4214,"baudelaire-charles-1821-1867"
4215,"21343"
4216,"78897"
4217,"people/57490"
4218,"3858"
4219,"charles-baudelaire-33"
4220,"1866-01-01T00:00:00Z"
4221,"charles-baudelaire"
4222,"charles-baudelaire"
4223,"\u0283a\u0281l bodl\u025B\u0281"
4224,"130924379"
4225,"9041"
4226,"vtls005584184"
4227,"000000459"
4228,"1598820"
4229,"000016389"
4230,"\u2698"
4231,"\U0001F940"
4232,"7751"
4233,"http://commons.wikimedia.org/wiki/Special:FilePath/Flores.gif"
4234,"Flowers"
4235,"00562890"
4236,"4007210-1"
4237,"/m/0c9ph5"
4238,"Flowers"
4239,"science/flower"
4240,"flowers"
4241,"concept10945"
4242,"fleur"
4243,"00035378n"
4244,"blute-botanik"
4245,"http://commons.wikimedia.org/wiki/Special:FilePath/Swl-blomma-13928.ogv"
4246,"blomst"
4247,"Flowers"
4248,"D035264"
4249,"pcrtFL6t9coFbY"
4250,"Bl\u00FCte"
4251,"sh85049332"
4252,"4673728"
4253,"scot/850"
4254,"1068317"
4255,"Fleur"
4256,"Flower"
4257,"Lore"
4258,"Flower-BotanicalPart"
4259,"A18.024.249.500"
4260,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q33965%20%28sat%29-Ramjit%20Tudu-%E1%B1%B5%E1%B1%9F%E1%B1%A6%E1%B1%9F.wav"
4261,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q1860%20%28eng%29-Ad%C3%A9la%C3%AFde%20Calais%20WMFr-flower.wav"
4262,"flowers"
4263,"91307"
4264,"M1031"
4265,"http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20St%20Pierre%20Lyon1%20fr%20facade%20Terreaux.JPG"
4266,"Mus\u00E9e des Beaux-Arts de Lyon"
4267,"Point(4.8336111111111 45.766944444444)"
4268,"1801-01-01T00:00:00Z"
4269,"/m/04zyb7c"
4270,"118649669"
4271,"69001"
4272,"http://www.mba-lyon.fr/"
4273,"+333835"
4274,"Mus\u00E9e des Beaux-Arts de Lyon"
4275,"1801-01-01T00:00:00Z"
4276,"396223"
4277,"130848397"
4278,"2065672-5"
4279,"ADV10193925"
4280,"XX89679"
4281,"026393948"
4282,"90778670"
4283,"0000 0001 2158 0276"
4284,"n50046715"
4285,"n2007047380"
4286,"35592243"
4287,"olak2007365906"
4288,"+33-4-72-10-17-40"
4289,"mbalyon"
4290,"museedesbeauxartsdelyon"
4291,"mba_lyon"
4292,"UC1EW7gDf_MmTT8NTgf4BS6g"
4293,"mbalyon"
4294,"+Mus\u00E9edesBeauxArtsdeLyon"
4295,"197735"
4296,"1694171015029161583"
4297,"europe/france/rhone-alpes/rhone/lyon/musee-des-beaux-arts-de-lyon"
4298,"mus\u00E9e-des-beaux-arts-lyon-3"
4299,"508923"
4300,"MuseeBeauxArtsLyon"
4301,"+72673"
4302,"+33-4-78-28-12-45"
4303,"19940"
4304,"musee-des-beaux-arts-de-lyon"
4305,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q150%20%28fra%29-Beno%C3%AEt%20Prieur-mus%C3%A9e%20des%20Beaux-Arts%20de%20Lyon.wav"
4306,"20, place des Terreaux"
4307,"mus\u00E9e-des-beaux-arts-de-lyon"
4308,"lccn-n50046715"
4309,"489951"
4310,"14278"
4311,"+28288"
4312,"401183"
4313,"Anatomy"
4314,"5617"
4315,"http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20vinci%2C%20Drawing%20of%20a%20Woman%27s%20Torso.jpg"
4316,"4001895-7"
4317,"00564479"
4318,"/m/0hxf"
4319,"643"
4320,"science/anatomy"
4321,"958"
4322,"Anatomy-1"
4323,"animal-anatomy"
4324,"anatomy"
4325,"300054465"
4326,"10666355"
4327,"01457e"
4328,"31A2"
4329,"49G61"
4330,"D000715"
4331,"44072"
4332,"00003881n"
4333,"Tag:healthcare:speciality=anatomy"
4334,"anatomie"
4335,"anatomie-20"
4336,"anatomia"
4337,"44.34"
4338,"1820803"
4339,"pcrtLEaUqg7IZm"
4340,"sh85004835"
4341,"1161"
4342,"172"
4343,"105702510"
4344,"Anatomie"
4345,"Anatomia"
4346,"https://biology.stackexchange.com/tags/anatomy"
4347,"concept217"
4348,"Anatomy"
4349,"63903"
4350,"90204"
4351,"L:2"
4352,"00647430-n"
4353,"Anatomy"
4354,"\uD574\uBD80\uD559"
4355,"Q000033"
4356,"11953082s"
4357,"XX525078"
4358,"19646965"
4359,"Mount Vesuvius"
4360,"Point(14.425555555556 40.821388888889)"
4361,"4108229-1"
4362,"http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Vesuvius%20Wikivoyage%20banner.jpg"
4363,"Vesuvio"
4364,"http://commons.wikimedia.org/wiki/Special:FilePath/Vesuvius%20from%20plane.jpg"
4365,"/m/0cmnc"
4366,"3164481"
4367,"211020"
4368,"22293"
4369,"+1281"
4370,"Vesuvio"
4371,"0070264"
4372,"place/Vesuvius"
4373,"Mount-Vesuvius"
4374,"259"
4375,"vesuvio"
4376,"pcrtLD0nhQluam"
4377,"10038241"
4378,"vesuve"
4379,"10241"
4380,"1107763"
4381,"vesuv"
4382,"1903674"
4383,"12039932b"
4384,"175"
4385,"sh85142963"
4386,"+1232"
4387,"ge292699"
4388,"246126882"
4389,"714244"
4390,"V\u00E9suve"
4391,"Vesuvio"
4392,"Vesuvio"
4393,"viaf-246126882"
4394,"408144LVes"
4395,"vesuvius"
4399,"Vesuv"
4400,"64445"
4401,"2710"
4402,"Vesuvius-Volcano"
4403,"i84871"
4404,"Vesubio"
4405,"09200780-n"
4406,"433189"
4407,"Ves\u00F9vio"
4408,"6755"
4409,"4126385-6"
4410,"Solar System"
4411,"29556"
4412,"ph125704"
4413,"00572587"
4414,"/m/06p5g"
4415,"478"
4416,"Solar System"
4417,"24C1"
4418,"topic/solar-system"
4419,"0154274"
4420,"sistema-solare"
4421,"D016082"
4422,"The-Solar-System"
4423,"This-Solar-System"
4424,"natuurkunde-scheikunde-en-sterrenkunde/zonnestelsel"
4425,"inner-planets"
4426,"concept3071"
4427,"7030633"
4428,"10642820"
4429,"1528"
4430,"02046495n"
4431,"3634321"
4432,"sonnensystem"
4433,"solar_system"
4434,"Sonnensystem"
4435,"scot/1857"
4436,"+79"
4437,"+0.00124861704"
4438,"000750559"
4439,"670077"
4440,"539450922"
4441,"2777377174"
4442,"Syst\u00E8me_solaire"
4443,"Solar_System"
4444,"Sistema_Solar"
4445,"Eguzki-sistema"
4446,"Sistema_solare"
4447,"+1.0014"
4448,"oursolarsystem:Solar_System"
4449,"http://commons.wikimedia.org/wiki/Special:FilePath/Slune%C4%8Dn%C3%AD%20soustava%20-%20namluven%C3%BD%20%C4%8Dl%C3%A1nek.ogg"
4450,"SolarSystem"
4451,"solarsystem"
4452,"oursolarsystem"
4453,"thesolarsystem"
4454,"place:solar_system"
4455,"http://commons.wikimedia.org/wiki/Special:FilePath/Solar%20sys8.jpg"
4456,"119377185"
4457,"sh85124544"
4458,"19588143"
4459,"http://commons.wikimedia.org/wiki/Special:FilePath/Paris-Champs%20Elysees-092-Arc%20de%20Triomphe-2004-gje.jpg"
4460,"http://commons.wikimedia.org/wiki/Special:FilePath/Champs-%C3%89lys%C3%A9es%20from%20Arc%20de%20Triomphe%202002.jpg"
4461,"http://commons.wikimedia.org/wiki/Special:FilePath/Champs-%C3%89lys%C3%A9es%20from%20the%20Arc%20de%20Triomphe.jpg"
4462,"Avenue des Champs-\u00C9lys\u00E9es (Paris)"
4463,"1736"
4464,"Point(2.30786 48.86967)"
4465,"/m/0jd4j"
4466,"1670-01-01T00:00:00Z"
4467,"avenue des Champs Elys\u00E9es"
4468,"6269535"
4469,"315161102"
4470,"+1910"
4471,"+70"
4472,"Avenue des Champs-\u00C9lys\u00E9es"
4473,"place/Champs-Elysees"
4474,"Champs-Elysees"
4475,"Avenue des Champs-\u00C9lys\u00E9es"
4476,"000658966"
4477,"119808581"
4478,"+100000000"
4479,"7561081733H"
4480,"http://commons.wikimedia.org/data/main/Data:Avenue+des+Champs-%C3%89lys%C3%A9es.map"
4481,"Avenue_des_Champs-\u00C9lys\u00E9es"
4482,"viaf-315161102"
4483,"http://commons.wikimedia.org/wiki/Special:FilePath/Avenue%20des%20Champs-%C3%89lys%C3%A9es%20street%20sign%2C%20Paris%2C%20France%20-%2020100619.jpg"
4484,"87015"
4485,"i83653"
4486,"1823"
4487,"-1"
4488,"+1"
4489,"+0"
4490,"+1"
4491,"Hydrogen"
4492,"18656"
4493,"H"
4494,"00571624"
4495,"4064784-5"
4496,"/m/02h9byz"
4497,"+2.2"
4498,"553.92"
4499,"546.21"
4500,"5743"
4501,"sh85063416"
4502,"http://commons.wikimedia.org/wiki/Special:FilePath/Hydrogen%20discharge%20tube.jpg"
4503,"300379581"
4504,"120632855"
4505,"XX527582"
4506,"1766-01-01T00:00:00Z"
4507,"Hydrogen"
4508,"Hydrogen"
4509,"12385-13-6"
4510,"natuurkunde-scheikunde-en-sterrenkunde/waterstof"
4511,"hydrogen"
4512,"concept4989"
4513,"+1.008"
4514,"00006823n"
4515,"hydrogene"
4516,"1922207"
4517,"RD-23-00368"
4518,"wasserstoff"
4519,"science/hydrogen"
4520,"Wasserstoff"
4522,"+1.000132"
4523,"+0.089870"
4524,"+1270"
4525,"+0.1805"
4526,"+13.598"
4527,"-259.14"
4528,"-252.87"
4529,"+0.452"
4530,"idrogeno"
4531,"\u6C2B"
4532,"6C2B"
4533,"scot/3530"
4534,"D006859"
4535,"Hydrog\u00E8ne"
4536,"Hydrogen"
4537,"Hidr\u00F3geno"
4538,"Idrogeno"
4539,"512968161"
4540,"v\u00E4te"
4541,"1s\u00B9"
4542,"16151"
4543,"\u6C34\u7D20"
4544,"D01.268.406"
4545,"D01.362.340"
4546,"Hydrogen"
4547,"E949"
4548,"297645"
4549,"\uC218\uC18C"
4550,"2--4821"
4551,"http://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20siloen.jpg"
4552,"http://commons.wikimedia.org/wiki/Special:FilePath/Oslo%20komm.svg"
4553,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Oslo.svg"
4554,"NO-03"
4555,"Oslo"
4556,"http://commons.wikimedia.org/wiki/Special:FilePath/NO%200301%20Oslo.svg"
4557,"Point(10.752777777778 59.911111111111)"
4558,"http://commons.wikimedia.org/wiki/Special:FilePath/Oslo%20banner%20Akershus%20castle.jpg"
4559,"4043968-9"
4560,"Regional/Europe/Norway/Oslo/"
4561,"f80d529e-f242-46ef-a090-d193ed23075f"
4562,"00628309"
4563,"/m/05l64"
4564,"+693494"
4565,"NO12"
4566,"NO011"
4567,"3143244"
4568,"137191199"
4569,"+23"
4570,"\u02C8uslu"
4571,"\u02C8u\u0282lu"
4572,"Oslo"
4573,"110848678937314"
4574,"862592"
4575,"+454.12"
4576,"+480.75"
4577,"n79018884"
4578,"http://commons.wikimedia.org/wiki/Special:FilePath/Oslo%20panorama%20I.jpg"
4579,"Oslo"
4580,"Christiania"
4581,"Kristiania"
4582,"Oslo"
4583,"Oslo-Norway"
4584,"0001\u20131299"
4585,"106319"
4586,"1048-01-01T00:00:00Z"
4587,"10045056"
4588,"00015595n"
4589,"oslo"
4590,"1048-01-01T00:00:00Z"
4591,"2680402"
4592,"osloenser"
4593,"osloensar"
4594,"Oslano"
4595,"Oslovien"
4596,"Oslovienne"
4597,"Oslo"
4598,"95232"
4599,"oslo-1235"
4600,"oslo"
4601,"1329"
4602,"000974537"
4603,"2775550"
4604,"ge259811"
4605,"ge693139"
4606,"7009573"
4607,"Christiania"
4608,"Kristiania"
4609,"Oslo"
4610,"6024.0"
4611,"Oslo"
4612,"place/Oslo"
4613,"Oslo"
4614,"alvin-place:1463"
4615,"4020-59432"
4616,"oslo"
4617,"85687089"
4618,"oslo"
4619,"http://commons.wikimedia.org/wiki/Special:FilePath/Oslo%20city%20in%2010%20images.jpg"
4620,"0047869"
4621,"NOOSL"
4622,"7119"
4623,"72896"
4624,"oslo"
4625,"Oslo"
4626,"Oslo"
4627,"Oslo"
4628,"Oslo"
4629,"Oslo"
4630,"http://commons.wikimedia.org/wiki/Special:FilePath/Oslo.ogg"
4631,"lccn-n79018884"
4632,"norway:Oslo"
4633,"112482"
4634,"T064081"
4635,"Oslo"
4636,"http://www.oslo.kommune.no/"
4637,"Oslo"
4638,"3754"
4639,"NO.OS"
4640,"i82943"
4641,"http://commons.wikimedia.org/wiki/Special:FilePath/Oslo-skilt%20%282017-04-02%29.jpg"
4642,"+14.9"
4643,"p/0f113088-45b6-4869-a753-c2e09e2aa9e0"
4644,"92c1370d-508e-48ac-9382-fb53d20ab06c"
4645,"oslo"
4646,"08782902-n"
4647,"18-181773"
4648,"024e3e59-4686-4035-ae8d-f62bee481a51"
4649,"Q89920"
4650,"2--435518"
4651,"Bonn"
4652,"http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20der%20kreisfreien%20Stadt%20Bonn.svg"
4653,"05314000"
4654,"http://commons.wikimedia.org/wiki/Special:FilePath/Altes%20Rathaus%20Bonn.jpg"
4655,"53111\u201353229"
4656,"http://commons.wikimedia.org/wiki/Special:FilePath/North%20rhine%20w%20BN.svg"
4657,"0228"
4658,"Point(7.0997222222222 50.733888888889)"
4659,"http://commons.wikimedia.org/wiki/Special:FilePath/Bonn%20banner%20Panorama%20ove%20central%20city.jpg"
4660,"Regional/Europe/Germany/States/North_Rhine-Westphalia/Localities/Bonn/"
4661,"b86b7e97-c4e2-4ec2-942b-5a6cd8eea1da"
4662,"/m/0150n"
4663,"BN"
4664,"4007666-0"
4665,"312793885"
4666,"3247450"
4667,"https://www.bonn.de/"
4668,"DEA22"
4669,"+60"
4670,"+141.06"
4671,"+327258"
4672,"http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Bonn%202009.svg"
4673,"Bonn"
4674,"115162238495931"
4675,"place/Bonn"
4676,"http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Bonn%20COA.svg"
4677,"bonn"
4678,"Bo"
4679,"62508"
4680,"BundesstadtBonn"
4681,"bundesstadtbonn"
4682,"Bonn-Germany"
4683,"10044670"
4684,"05314"
4685,"bonn"
4686,"00012034n"
4687,"82e82416-529c-4d49-8f84-75cb21df5f0f"
4688,"Bonn"
4689,"1877780"
4690,"bonn"
4691,"11994451p"
4692,"384"
4693,"000975213"
4694,"http://commons.wikimedia.org/data/main/Data:Bonn.map"
4695,"4020-61256"
4696,"Bonn"
4697,"n79046411"
4698,"Bonnano"
4699,"Bonnois"
4700,"Bonnoise"
4701,"Bonner"
4702,"Bonnerin"
4703,"7005090"
4704,"Q586"
4705,"ge134078"
4706,"101748595"
4707,"98425"
4708,"7037"
4709,"Bonn"
4710,"006611"
4711,"bonn"
4712,"Bonn"
4713,"ville/wd/98974"
4714,"lccn-n79046411"
4715,"+170930"
4716,"+156328"
4717,"T009896"
4718,"DE.NW.BN"
4719,"i82973"
4720,"8678"
4721,"DEU.10.3_1"
4722,"p/7c67b93f-db84-460b-8b1f-b6a29d41f218"
4723,"+17186"
4724,"a779f55d-574f-4589-a0cb-b8504a1e2709"
4725,"bonn"
4726,"8734"
4727,"08789970-n"
4728,"Q10314"
4729,"T84-3842"
4730,"T115-319"
4731,"All Saints Day"
4732,"46080"
4733,"4141927-3"
4734,"/m/0k0c"
4735,"http://commons.wikimedia.org/wiki/Special:FilePath/All-Saints.jpg"
4736,"0067094"
4737,"All-Saints-Day"
4738,"topic/All-Saints-Day"
4739,"11Q7674"
4740,"toussaint"
4741,"3038"
4742,"Allerheiligen"
4743,"01315a"
4744,"Toussaint"
4745,"12101"
4746,"Sollemnitas Omnium Sanctorum"
4747,"9810658336305606"
4748,"sh85003608"
4749,"12187609q"
4750,"2011-09-23T00:00:00Z"
4751,"2012-01-05T00:00:00Z"
4752,"2012-05-25T00:00:00Z"
4753,"tt1675434"
4754,"217719"
4755,"/m/0hgqwpj"
4756,"104361589X"
4757,"m/the_intouchables"
4758,"http://commons.wikimedia.org/wiki/Special:FilePath/Nakache%20Omar%20Sy%20Toledano%20Lumi%C3%A8res%202012.jpg"
4759,"v544898"
4760,"80244"
4761,"80702"
4762,"316752407"
4763,"Intouchables"
4764,"182745"
4765,"movie/the-intouchables"
4766,"76510"
4767,"1520279"
4768,"121828"
4769,"8796"
4770,"306731"
4771,"intouchables"
4772,"341701"
4773,"535341"
4774,"+112"
4775,"216329"
4776,"538700"
4777,"2010731"
4778,"716438"
4779,"t0027912"
4780,"tt196439"
4781,"1416874"
4782,"243709"
4783,"51896"
4784,"movies/the-intouchables"
4785,"114601"
4786,"866707"
4787,"7957"
4788,"20916"
4789,"376120"
4790,"Intouchables-Les"
4791,"4750708"
4792,"31884"
